pokedex_entry,name,region,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed
641,Tornadus Incarnate Forme,Unova,5,Sub Legendary,Cyclone Pokémon,1,Flying,,1.5,63,2,Prankster,,Defiant,79,115,70,125,80,111
641,Tornadus Therian Forme,Unova,5,Sub Legendary,Cyclone Pokémon,1,Flying,,1.4,63,1,Regenerator,,,79,100,80,110,90,121
642,Thundurus Incarnate Forme,Unova,5,Sub Legendary,Bolt Strike Pokémon,2,Electric,Flying,1.5,61,2,Prankster,,Defiant,79,115,70,125,80,111
642,Thundurus Therian Forme,Unova,5,Sub Legendary,Bolt Strike Pokémon,2,Electric,Flying,3,61,1,Volt Absorb,,,79,105,70,145,80,101
643,Reshiram,Unova,5,Legendary,Vast White Pokémon,2,Dragon,Fire,3.2,330,1,Turboblaze,,,100,120,100,150,120,90
644,Zekrom,Unova,5,Legendary,Deep Black Pokémon,2,Dragon,Electric,2.9,345,1,Teravolt,,,100,150,120,120,100,90
645,Landorus Incarnate Forme,Unova,5,Sub Legendary,Abundance Pokémon,2,Ground,Flying,1.5,68,2,Sand Force,,Sheer Force,89,125,90,115,80,101
645,Landorus Therian Forme,Unova,5,Sub Legendary,Abundance Pokémon,2,Ground,Flying,1.3,68,1,Intimidate,,,89,145,90,105,80,91
646,Kyurem,Unova,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3,325,1,Pressure,,,125,130,90,130,90,95
646,Black Kyurem,Unova,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3.3,325,1,Teravolt,,,125,170,100,120,90,95
646,White Kyurem,Unova,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3.6,325,1,Turboblaze,,,125,120,90,170,100,95
647,Keldeo Ordinary Forme,Unova,5,Mythical,Colt Pokémon,2,Water,Fighting,1.4,48.5,1,Justified,,,91,72,90,129,90,108
647,Keldeo Resolute Forme,Unova,5,Mythical,Colt Pokémon,2,Water,Fighting,1.4,48.5,1,Justified,,,91,72,90,129,90,108
648,Meloetta Aria Forme,Unova,5,Mythical,Melody Pokémon,2,Normal,Psychic,0.6,6.5,1,Serene Grace,,,100,77,77,128,128,90
648,Meloetta Pirouette Forme,Unova,5,Mythical,Melody Pokémon,2,Normal,Fighting,0.6,6.5,1,Serene Grace,,,100,128,90,77,77,128
649,Genesect,Unova,5,Mythical,Paleozoic Pokémon,2,Bug,Steel,1.5,82.5,1,Download,,,71,120,95,120,95,99
650,Chespin,Kalos,6,Normal,Spiny Nut Pokémon,1,Grass,,0.4,9,2,Overgrow,,Bulletproof,56,61,65,48,45,38
651,Quilladin,Kalos,6,Normal,Spiny Armor Pokémon,1,Grass,,0.7,29,2,Overgrow,,Bulletproof,61,78,95,56,58,57
652,Chesnaught,Kalos,6,Normal,Spiny Armor Pokémon,2,Grass,Fighting,1.6,90,2,Overgrow,,Bulletproof,88,107,122,74,75,64
653,Fennekin,Kalos,6,Normal,Fox Pokémon,1,Fire,,0.4,9.4,2,Blaze,,Magician,40,45,40,62,60,60
654,Braixen,Kalos,6,Normal,Fox Pokémon,1,Fire,,1,14.5,2,Blaze,,Magician,59,59,58,90,70,73
655,Delphox,Kalos,6,Normal,Fox Pokémon,2,Fire,Psychic,1.5,39,2,Blaze,,Magician,75,69,72,114,100,104
656,Froakie,Kalos,6,Normal,Bubble Frog Pokémon,1,Water,,0.3,7,2,Torrent,,Protean,41,56,40,62,44,71
657,Frogadier,Kalos,6,Normal,Bubble Frog Pokémon,1,Water,,0.6,10.9,2,Torrent,,Protean,54,63,52,83,56,97
658,Greninja,Kalos,6,Normal,Ninja Pokémon,2,Water,Dark,1.5,40,2,Torrent,,Protean,72,95,67,103,71,122
658,Ash-Greninja,Kalos,6,Normal,Ninja Pokémon,2,Water,Dark,1.5,40,1,Battle Bond,,,72,145,67,153,71,132
659,Bunnelby,Kalos,6,Normal,Digging Pokémon,1,Normal,,0.4,5,3,Pickup,Cheek Pouch,Huge Power,38,36,38,32,36,57
660,Diggersby,Kalos,6,Normal,Digging Pokémon,2,Normal,Ground,1,42.4,3,Pickup,Cheek Pouch,Huge Power,85,56,77,50,77,78
661,Fletchling,Kalos,6,Normal,Tiny Robin Pokémon,2,Normal,Flying,0.3,1.7,2,Big Pecks,,Gale Wings,45,50,43,40,38,62
662,Fletchinder,Kalos,6,Normal,Ember Pokémon,2,Fire,Flying,0.7,16,2,Flame Body,,Gale Wings,62,73,55,56,52,84
663,Talonflame,Kalos,6,Normal,Scorching Pokémon,2,Fire,Flying,1.2,24.5,2,Flame Body,,Gale Wings,78,81,71,74,69,126
664,Scatterbug,Kalos,6,Normal,Scatterdust Pokémon,1,Bug,,0.3,2.5,3,Shield Dust,Compound Eyes,Friend Guard,38,35,40,27,25,35
665,Spewpa,Kalos,6,Normal,Scatterdust Pokémon,1,Bug,,0.3,8.4,2,Shed Skin,,Friend Guard,45,22,60,27,30,29
666,Vivillon,Kalos,6,Normal,Scale Pokémon,2,Bug,Flying,1.2,17,3,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89
667,Litleo,Kalos,6,Normal,Lion Cub Pokémon,2,Fire,Normal,0.6,13.5,3,Rivalry,Unnerve,Moxie,62,50,58,73,54,72
668,Pyroar,Kalos,6,Normal,Royal Pokémon,2,Fire,Normal,1.5,81.5,3,Rivalry,Unnerve,Moxie,86,68,72,109,66,106
669,Flabébé,Kalos,6,Normal,Single Bloom Pokémon,1,Fairy,,0.1,0.1,2,Flower Veil,,Symbiosis,44,38,39,61,79,42
670,Floette,Kalos,6,Normal,Single Bloom Pokémon,1,Fairy,,0.2,0.9,2,Flower Veil,,Symbiosis,54,45,47,75,98,52
671,Florges,Kalos,6,Normal,Garden Pokémon,1,Fairy,,1.1,10,2,Flower Veil,,Symbiosis,78,65,68,112,154,75
672,Skiddo,Kalos,6,Normal,Mount Pokémon,1,Grass,,0.9,31,2,Sap Sipper,,Grass Pelt,66,65,48,62,57,52
673,Gogoat,Kalos,6,Normal,Mount Pokémon,1,Grass,,1.7,91,2,Sap Sipper,,Grass Pelt,123,100,62,97,81,68
674,Pancham,Kalos,6,Normal,Playful Pokémon,1,Fighting,,0.6,8,3,Iron Fist,Mold Breaker,Scrappy,67,82,62,46,48,43
675,Pangoro,Kalos,6,Normal,Daunting Pokémon,2,Fighting,Dark,2.1,136,3,Iron Fist,Mold Breaker,Scrappy,95,124,78,69,71,58
676,Furfrou,Kalos,6,Normal,Poodle Pokémon,1,Normal,,1.2,28,1,Fur Coat,,,75,80,60,65,90,102
677,Espurr,Kalos,6,Normal,Restraint Pokémon,1,Psychic,,0.3,3.5,3,Keen Eye,Infiltrator,Own Tempo,62,48,54,63,60,68
678,Meowstic Male,Kalos,6,Normal,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Prankster,74,48,76,83,81,104
678,Meowstic Female,Kalos,6,Normal,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,Infiltrator,Competitive,74,48,76,83,81,104
679,Honedge,Kalos,6,Normal,Sword Pokémon,2,Steel,Ghost,0.8,2,1,No Guard,,,45,80,100,35,37,28
680,Doublade,Kalos,6,Normal,Sword Pokémon,2,Steel,Ghost,0.8,4.5,1,No Guard,,,59,110,150,45,49,35
681,Aegislash Blade Forme,Kalos,6,Normal,Royal Sword Pokémon,2,Steel,Ghost,1.7,53,1,Stance Change,,,60,150,50,150,50,60
681,Aegislash Shield Forme,Kalos,6,Normal,Royal Sword Pokémon,2,Steel,Ghost,1.7,53,1,Stance Change,,,60,50,150,50,150,60
682,Spritzee,Kalos,6,Normal,Perfume Pokémon,1,Fairy,,0.2,0.5,2,Healer,,Aroma Veil,78,52,60,63,65,23
683,Aromatisse,Kalos,6,Normal,Fragrance Pokémon,1,Fairy,,0.8,15.5,2,Healer,,Aroma Veil,101,72,72,99,89,29
684,Swirlix,Kalos,6,Normal,Cotton Candy Pokémon,1,Fairy,,0.4,3.5,2,Sweet Veil,,Unburden,62,48,66,59,57,49
685,Slurpuff,Kalos,6,Normal,Meringue Pokémon,1,Fairy,,0.8,5,2,Sweet Veil,,Unburden,82,80,86,85,75,72
686,Inkay,Kalos,6,Normal,Revolving Pokémon,2,Dark,Psychic,0.4,3.5,3,Contrary,Suction Cups,Infiltrator,53,54,53,37,46,45
687,Malamar,Kalos,6,Normal,Overturning Pokémon,2,Dark,Psychic,1.5,47,3,Contrary,Suction Cups,Infiltrator,86,92,88,68,75,73
688,Binacle,Kalos,6,Normal,Two-Handed Pokémon,2,Rock,Water,0.5,31,3,Sniper,Tough Claws,Pickpocket,42,52,67,39,56,50
689,Barbaracle,Kalos,6,Normal,Collective Pokémon,2,Rock,Water,1.3,96,3,Sniper,Tough Claws,Pickpocket,72,105,115,54,86,68
690,Skrelp,Kalos,6,Normal,Mock Kelp Pokémon,2,Poison,Water,0.5,7.3,3,Poison Point,Poison Touch,Adaptability,50,60,60,60,60,30
691,Dragalge,Kalos,6,Normal,Mock Kelp Pokémon,2,Poison,Dragon,1.8,81.5,3,Poison Point,Poison Touch,Adaptability,65,75,90,97,123,44
692,Clauncher,Kalos,6,Normal,Water Gun Pokémon,1,Water,,0.5,8.3,1,Mega Launcher,,,50,53,62,58,63,44
693,Clawitzer,Kalos,6,Normal,Howitzer Pokémon,1,Water,,1.3,35.3,1,Mega Launcher,,,71,73,88,120,89,59
694,Helioptile,Kalos,6,Normal,Generator Pokémon,2,Electric,Normal,0.5,6,3,Dry Skin,Sand Veil,Solar Power,44,38,33,61,43,70
695,Heliolisk,Kalos,6,Normal,Generator Pokémon,2,Electric,Normal,1,21,3,Dry Skin,Sand Veil,Solar Power,62,55,52,109,94,109
696,Tyrunt,Kalos,6,Normal,Royal Heir Pokémon,2,Rock,Dragon,0.8,26,2,Strong Jaw,,Sturdy,58,89,77,45,45,48
697,Tyrantrum,Kalos,6,Normal,Despot Pokémon,2,Rock,Dragon,2.5,270,2,Strong Jaw,,Rock Head,82,121,119,69,59,71
698,Amaura,Kalos,6,Normal,Tundra Pokémon,2,Rock,Ice,1.3,25.2,2,Refrigerate,,Snow Warning,77,59,50,67,63,46
699,Aurorus,Kalos,6,Normal,Tundra Pokémon,2,Rock,Ice,2.7,225,2,Refrigerate,,Snow Warning,123,77,72,99,92,58
700,Sylveon,Kalos,6,Normal,Intertwining Pokémon,1,Fairy,,1,23.5,2,Cute Charm,,Pixilate,95,65,65,110,130,60
701,Hawlucha,Kalos,6,Normal,Wrestling Pokémon,2,Fighting,Flying,0.8,21.5,3,Limber,Unburden,Mold Breaker,78,92,75,74,63,118
702,Dedenne,Kalos,6,Normal,Antenna Pokémon,2,Electric,Fairy,0.2,2.2,3,Cheek Pouch,Pickup,Plus,67,58,57,81,67,101
703,Carbink,Kalos,6,Normal,Jewel Pokémon,2,Rock,Fairy,0.3,5.7,2,Clear Body,,Sturdy,50,50,150,50,150,50
704,Goomy,Kalos,6,Normal,Soft Tissue Pokémon,1,Dragon,,0.3,2.8,3,Sap Sipper,Hydration,Gooey,45,50,35,55,75,40
705,Sliggoo,Kalos,6,Normal,Soft Tissue Pokémon,1,Dragon,,0.8,17.5,3,Sap Sipper,Hydration,Gooey,68,75,53,83,113,60
706,Goodra,Kalos,6,Normal,Dragon Pokémon,1,Dragon,,2,150.5,3,Sap Sipper,Hydration,Gooey,90,100,70,110,150,80
707,Klefki,Kalos,6,Normal,Key Ring Pokémon,2,Steel,Fairy,0.2,3,2,Prankster,,Magician,57,80,91,80,87,75
708,Phantump,Kalos,6,Normal,Stump Pokémon,2,Ghost,Grass,0.4,7,3,Natural Cure,Frisk,Harvest,43,70,48,50,60,38
709,Trevenant,Kalos,6,Normal,Elder Tree Pokémon,2,Ghost,Grass,1.5,71,3,Natural Cure,Frisk,Harvest,85,110,76,65,82,56
710,Pumpkaboo Average Size,Kalos,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.4,5,3,Pickup,Frisk,Insomnia,49,66,70,44,55,51
710,Pumpkaboo Small Size,Kalos,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.3,3.5,3,Pickup,Frisk,Insomnia,44,66,70,44,55,56
710,Pumpkaboo Large Size,Kalos,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.5,7.5,3,Pickup,Frisk,Insomnia,54,66,70,44,55,46
710,Pumpkaboo Super Size,Kalos,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.8,15,3,Pickup,Frisk,Insomnia,59,66,70,44,55,41
711,Gourgeist Average Size,Kalos,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.9,12.5,3,Pickup,Frisk,Insomnia,65,90,122,58,75,84
711,Gourgeist Small Size,Kalos,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.7,9.5,3,Pickup,Frisk,Insomnia,55,85,122,58,75,99
711,Gourgeist Large Size,Kalos,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.1,14,3,Pickup,Frisk,Insomnia,75,95,122,58,75,69
711,Gourgeist Super Size,Kalos,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.7,39,3,Pickup,Frisk,Insomnia,85,100,122,58,75,54
712,Bergmite,Kalos,6,Normal,Ice Chunk Pokémon,1,Ice,,1,99.5,3,Own Tempo,Ice Body,Sturdy,55,69,85,32,35,28
713,Avalugg,Kalos,6,Normal,Iceberg Pokémon,1,Ice,,2,505,3,Own Tempo,Ice Body,Sturdy,95,117,184,44,46,28
714,Noibat,Kalos,6,Normal,Sound Wave Pokémon,2,Flying,Dragon,0.5,8,3,Frisk,Infiltrator,Telepathy,40,30,35,45,40,55
715,Noivern,Kalos,6,Normal,Sound Wave Pokémon,2,Flying,Dragon,1.5,85,3,Frisk,Infiltrator,Telepathy,85,70,80,97,80,123
716,Xerneas,Kalos,6,Legendary,Life Pokémon,1,Fairy,,3,215,1,Fairy Aura,,,126,131,95,131,98,99
717,Yveltal,Kalos,6,Legendary,Destruction Pokémon,2,Dark,Flying,5.8,203,1,Dark Aura,,,126,131,95,131,98,99
718,Zygarde 50% Forme,Kalos,6,Legendary,Order Pokémon,2,Dragon,Ground,5,305,2,Aura Break,Power Construct,,108,100,121,81,95,95
718,Zygarde 10% Forme,Kalos,6,Legendary,Order Pokémon,2,Dragon,Ground,1.2,33.5,2,Aura Break,Power Construct,,54,100,71,61,85,115
718,Zygarde Complete Forme,Kalos,6,Legendary,Order Pokémon,2,Dragon,Ground,4.5,610,1,Power Construct,,,216,100,121,91,95,85
719,Diancie,Kalos,6,Mythical,Jewel Pokémon,2,Rock,Fairy,0.7,8.8,1,Clear Body,,,50,100,150,100,150,50
719,Mega Diancie,Kalos,6,Mythical,Jewel Pokémon,2,Rock,Fairy,1.1,27.8,1,Magic Bounce,,,50,160,110,160,110,110
720,Hoopa Hoopa Confined,Kalos,6,Mythical,Mischief Pokémon,2,Psychic,Ghost,0.5,9,1,Magician,,,80,110,60,150,130,70
720,Hoopa Hoopa Unbound,Kalos,6,Mythical,Djinn Pokémon,2,Psychic,Dark,6.5,490,1,Magician,,,80,160,60,170,130,80
721,Volcanion,Kalos,6,Mythical,Steam Pokémon,2,Fire,Water,1.7,195,1,Water Absorb,,,80,110,120,130,90,70
722,Rowlet,Alola,7,Normal,Grass Quill Pokémon,2,Grass,Flying,0.3,1.5,2,Overgrow,,Long Reach,68,55,55,50,50,42
723,Dartrix,Alola,7,Normal,Blade Quill Pokémon,2,Grass,Flying,0.7,16,2,Overgrow,,Long Reach,78,75,75,70,70,52
724,Decidueye,Alola,7,Normal,Arrow Quill Pokémon,2,Grass,Ghost,1.6,36.6,2,Overgrow,,Long Reach,78,107,75,100,100,70
725,Litten,Alola,7,Normal,Fire Cat Pokémon,1,Fire,,0.4,4.3,2,Blaze,,Intimidate,45,65,40,60,40,70
726,Torracat,Alola,7,Normal,Fire Cat Pokémon,1,Fire,,0.7,25,2,Blaze,,Intimidate,65,85,50,80,50,90
727,Incineroar,Alola,7,Normal,Heel Pokémon,2,Fire,Dark,1.8,83,2,Blaze,,Intimidate,95,115,90,80,90,60
728,Popplio,Alola,7,Normal,Sea Lion Pokémon,1,Water,,0.4,7.5,2,Torrent,,Liquid Voice,50,54,54,66,56,40
729,Brionne,Alola,7,Normal,Pop Star Pokémon,1,Water,,0.6,17.5,2,Torrent,,Liquid Voice,60,69,69,91,81,50
730,Primarina,Alola,7,Normal,Soloist Pokémon,2,Water,Fairy,1.8,44,2,Torrent,,Liquid Voice,80,74,74,126,116,60
731,Pikipek,Alola,7,Normal,Woodpecker Pokémon,2,Normal,Flying,0.3,1.2,3,Keen Eye,Skill Link,Pickup,35,75,30,30,30,65
732,Trumbeak,Alola,7,Normal,Bugle Beak Pokémon,2,Normal,Flying,0.6,14.8,3,Keen Eye,Skill Link,Pickup,55,85,50,40,50,75
733,Toucannon,Alola,7,Normal,Cannon Pokémon,2,Normal,Flying,1.1,26,3,Keen Eye,Skill Link,Sheer Force,80,120,75,75,75,60
734,Yungoos,Alola,7,Normal,Loitering Pokémon,1,Normal,,0.4,6,3,Strong Jaw,Stakeout,Adaptability,48,70,30,30,30,45
735,Gumshoos,Alola,7,Normal,Stakeout Pokémon,1,Normal,,0.7,14.2,3,Strong Jaw,Stakeout,Adaptability,88,110,60,55,60,45
736,Grubbin,Alola,7,Normal,Larva Pokémon,1,Bug,,0.4,4.4,1,Swarm,,,47,62,45,55,45,46
737,Charjabug,Alola,7,Normal,Battery Pokémon,2,Bug,Electric,0.5,10.5,1,Battery,,,57,82,95,55,75,36
738,Vikavolt,Alola,7,Normal,Stag Beetle Pokémon,2,Bug,Electric,1.5,45,1,Levitate,,,77,70,90,145,75,43
739,Crabrawler,Alola,7,Normal,Boxing Pokémon,1,Fighting,,0.6,7,3,Hyper Cutter,Iron Fist,Anger Point,47,82,57,42,47,63
740,Crabominable,Alola,7,Normal,Woolly Crab Pokémon,2,Fighting,Ice,1.7,180,3,Hyper Cutter,Iron Fist,Anger Point,97,132,77,62,67,43
741,Oricorio Baile Style,Alola,7,Normal,Dancing Pokémon,2,Fire,Flying,0.6,3.4,1,Dancer,,,75,70,70,98,70,93
741,Oricorio Pom-Pom Style,Alola,7,Normal,Dancing Pokémon,2,Electric,Flying,0.6,3.4,1,Dancer,,,75,70,70,98,70,93
741,Oricorio Pa'u Style,Alola,7,Normal,Dancing Pokémon,2,Psychic,Flying,0.6,3.4,1,Dancer,,,75,70,70,98,70,93
741,Oricorio Sensu Style,Alola,7,Normal,Dancing Pokémon,2,Ghost,Flying,0.6,3.4,1,Dancer,,,75,70,70,98,70,93
742,Cutiefly,Alola,7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.1,0.2,3,Honey Gather,Shield Dust,Sweet Veil,40,45,40,55,40,84
743,Ribombee,Alola,7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.2,0.5,3,Honey Gather,Shield Dust,Sweet Veil,60,55,60,95,70,124
744,Rockruff,Alola,7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,3,Keen Eye,Vital Spirit,Steadfast,45,65,40,30,40,60
744,Own Tempo Rockruff,Alola,7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,1,Own Tempo,,,45,65,40,30,40,60
745,Lycanroc Midday Form,Alola,7,Normal,Wolf Pokémon,1,Rock,,0.8,25,3,Keen Eye,Sand Rush,Steadfast,75,115,65,55,65,112
745,Lycanroc Midnight Form,Alola,7,Normal,Wolf Pokémon,1,Rock,,1.1,25,3,Keen Eye,Vital Spirit,No Guard,85,115,75,55,75,82
745,Lycanroc Dusk Form,Alola,7,Normal,Wolf Pokémon,1,Rock,,0.8,25,1,Tough Claws,,,75,117,65,55,65,110
746,Wishiwashi Solo Form,Alola,7,Normal,Small Fry Pokémon,1,Water,,0.2,0.3,1,Schooling,,,45,20,20,25,25,40
746,Wishiwashi School Form,Alola,7,Normal,Small Fry Pokémon,1,Water,,8.2,78.6,1,Schooling,,,45,140,130,140,135,30
747,Mareanie,Alola,7,Normal,Brutal Star Pokémon,2,Poison,Water,0.4,8,3,Merciless,Limber,Regenerator,50,53,62,43,52,45
748,Toxapex,Alola,7,Normal,Brutal Star Pokémon,2,Poison,Water,0.7,14.5,3,Merciless,Limber,Regenerator,50,63,152,53,142,35
749,Mudbray,Alola,7,Normal,Donkey Pokémon,1,Ground,,1,110,3,Own Tempo,Stamina,Inner Focus,70,100,70,45,55,45
750,Mudsdale,Alola,7,Normal,Draft Horse Pokémon,1,Ground,,2.5,920,3,Own Tempo,Stamina,Inner Focus,100,125,100,55,85,35
751,Dewpider,Alola,7,Normal,Water Bubble Pokémon,2,Water,Bug,0.3,4,2,Water Bubble,,Water Absorb,38,40,52,40,72,27
752,Araquanid,Alola,7,Normal,Water Bubble Pokémon,2,Water,Bug,1.8,82,2,Water Bubble,,Water Absorb,68,70,92,50,132,42
753,Fomantis,Alola,7,Normal,Sickle Grass Pokémon,1,Grass,,0.3,1.5,2,Leaf Guard,,Contrary,40,55,35,50,35,35
754,Lurantis,Alola,7,Normal,Bloom Sickle Pokémon,1,Grass,,0.9,18.5,2,Leaf Guard,,Contrary,70,105,90,80,90,45
755,Morelull,Alola,7,Normal,Illuminating Pokémon,2,Grass,Fairy,0.2,1.5,3,Illuminate,Effect Spore,Rain Dish,40,35,55,65,75,15
756,Shiinotic,Alola,7,Normal,Illuminating Pokémon,2,Grass,Fairy,1,11.5,3,Illuminate,Effect Spore,Rain Dish,60,45,80,90,100,30
757,Salandit,Alola,7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,0.6,4.8,2,Corrosion,,Oblivious,48,44,40,71,40,77
758,Salazzle,Alola,7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,1.2,22.2,2,Corrosion,,Oblivious,68,64,60,111,60,117
759,Stufful,Alola,7,Normal,Flailing Pokémon,2,Normal,Fighting,0.5,6.8,3,Fluffy,Klutz,Cute Charm,70,75,50,45,50,50
760,Bewear,Alola,7,Normal,Strong Arm Pokémon,2,Normal,Fighting,2.1,135,3,Fluffy,Klutz,Unnerve,120,125,80,55,60,60
761,Bounsweet,Alola,7,Normal,Fruit Pokémon,1,Grass,,0.3,3.2,3,Leaf Guard,Oblivious,Sweet Veil,42,30,38,30,38,32
762,Steenee,Alola,7,Normal,Fruit Pokémon,1,Grass,,0.7,8.2,3,Leaf Guard,Oblivious,Sweet Veil,52,40,48,40,48,62
763,Tsareena,Alola,7,Normal,Fruit Pokémon,1,Grass,,1.2,21.4,3,Leaf Guard,Queenly Majesty,Sweet Veil,72,120,98,50,98,72
764,Comfey,Alola,7,Normal,Posy Picker Pokémon,1,Fairy,,0.1,0.3,3,Flower Veil,Triage,Natural Cure,51,52,90,82,110,100
765,Oranguru,Alola,7,Normal,Sage Pokémon,2,Normal,Psychic,1.5,76,3,Inner Focus,Telepathy,Symbiosis,90,60,80,90,110,60
766,Passimian,Alola,7,Normal,Teamwork Pokémon,1,Fighting,,2,82.8,2,Receiver,,Defiant,100,120,90,40,60,80
767,Wimpod,Alola,7,Normal,Turn Tail Pokémon,2,Bug,Water,0.5,12,1,Wimp Out,,,25,35,40,20,30,80
768,Golisopod,Alola,7,Normal,Hard Scale Pokémon,2,Bug,Water,2,108,1,Emergency Exit,,,75,125,140,60,90,40
769,Sandygast,Alola,7,Normal,Sand Heap Pokémon,2,Ghost,Ground,0.5,70,2,Water Compaction,,Sand Veil,55,55,80,70,45,15
770,Palossand,Alola,7,Normal,Sand Castle Pokémon,2,Ghost,Ground,1.3,250,2,Water Compaction,,Sand Veil,85,75,110,100,75,35
771,Pyukumuku,Alola,7,Normal,Sea Cucumber Pokémon,1,Water,,0.3,1.2,2,Innards Out,,Unaware,55,60,130,30,130,5
772,Type: Null,Alola,7,Sub Legendary,Synthetic Pokémon,1,Normal,,1.9,120.5,1,Battle Armor,,,95,95,95,95,95,59
773,Silvally,Alola,7,Sub Legendary,Synthetic Pokémon,1,Normal,,2.3,100.5,1,RKS System,,,95,95,95,95,95,95
774,Minior Meteor Form,Alola,7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,40,1,Shields Down,,,60,60,100,60,100,60
774,Minior Core Form,Alola,7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,0.3,1,Shields Down,,,60,100,60,100,60,120
775,Komala,Alola,7,Normal,Drowsing Pokémon,1,Normal,,0.4,19.9,1,Comatose,,,65,115,65,75,95,65
776,Turtonator,Alola,7,Normal,Blast Turtle Pokémon,2,Fire,Dragon,2,212,1,Shell Armor,,,60,78,135,91,85,36
777,Togedemaru,Alola,7,Normal,Roly-Poly Pokémon,2,Electric,Steel,0.3,3.3,3,Iron Barbs,Lightning Rod,Sturdy,65,98,63,40,73,96
778,Mimikyu,Alola,7,Normal,Disguise Pokémon,2,Ghost,Fairy,0.2,0.7,1,Disguise,,,55,90,80,50,105,96
779,Bruxish,Alola,7,Normal,Gnash Teeth Pokémon,2,Water,Psychic,0.9,19,3,Dazzling,Strong Jaw,Wonder Skin,68,105,70,70,70,92
780,Drampa,Alola,7,Normal,Placid Pokémon,2,Normal,Dragon,3,185,3,Berserk,Sap Sipper,Cloud Nine,78,60,85,135,91,36
781,Dhelmise,Alola,7,Normal,Sea Creeper Pokémon,2,Ghost,Grass,3.9,210,1,Steelworker,,,70,131,100,86,90,40
782,Jangmo-o,Alola,7,Normal,Scaly Pokémon,1,Dragon,,0.6,29.7,3,Bulletproof,Soundproof,Overcoat,45,55,65,45,45,45
783,Hakamo-o,Alola,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.2,47,3,Bulletproof,Soundproof,Overcoat,55,75,90,65,70,65
784,Kommo-o,Alola,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.6,78.2,3,Bulletproof,Soundproof,Overcoat,75,110,125,100,105,85
785,Tapu Koko,Alola,7,Sub Legendary,Land Spirit Pokémon,2,Electric,Fairy,1.8,20.5,2,Electric Surge,,Telepathy,70,115,85,95,75,130
786,Tapu Lele,Alola,7,Sub Legendary,Land Spirit Pokémon,2,Psychic,Fairy,1.2,18.6,2,Psychic Surge,,Telepathy,70,85,75,130,115,95
787,Tapu Bulu,Alola,7,Sub Legendary,Land Spirit Pokémon,2,Grass,Fairy,1.9,45.5,2,Grassy Surge,,Telepathy,70,130,115,85,95,75
788,Tapu Fini,Alola,7,Sub Legendary,Land Spirit Pokémon,2,Water,Fairy,1.3,21.2,2,Misty Surge,,Telepathy,70,75,115,95,130,85
789,Cosmog,Alola,7,Legendary,Nebula Pokémon,1,Psychic,,0.2,0.1,1,Unaware,,,43,29,31,29,31,37
790,Cosmoem,Alola,7,Legendary,Protostar Pokémon,1,Psychic,,0.1,999.9,1,Sturdy,,,43,29,131,29,131,37
791,Solgaleo,Alola,7,Legendary,Sunne Pokémon,2,Psychic,Steel,3.4,230,1,Full Metal Body,,,137,137,107,113,89,97
792,Lunala,Alola,7,Legendary,Moone Pokémon,2,Psychic,Ghost,4,120,1,Shadow Shield,,,137,113,89,137,107,97
793,Nihilego,Alola,7,Sub Legendary,Parasite Pokémon,2,Rock,Poison,1.2,55.5,1,Beast Boost,,,109,53,47,127,131,103
794,Buzzwole,Alola,7,Sub Legendary,Swollen Pokémon,2,Bug,Fighting,2.4,333.6,1,Beast Boost,,,107,139,139,53,53,79
795,Pheromosa,Alola,7,Sub Legendary,Lissome Pokémon,2,Bug,Fighting,1.8,25,1,Beast Boost,,,71,137,37,137,37,151
796,Xurkitree,Alola,7,Sub Legendary,Glowing Pokémon,1,Electric,,3.8,100,1,Beast Boost,,,83,89,71,173,71,83
797,Celesteela,Alola,7,Sub Legendary,Launch Pokémon,2,Steel,Flying,9.2,999.9,1,Beast Boost,,,97,101,103,107,101,61
