pokedex_number,name,region,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles
459,Snover,Sinnoh,4,Normal,Frost Tree Pokémon,2,Grass,Ice,1,50.5,2,Snow Warning,,Soundproof,334,60,62,50,62,60,40,120,70,67,Slow,2,Grass,Monster,50,20
460,Abomasnow,Sinnoh,4,Normal,Frost Tree Pokémon,2,Grass,Ice,2.2,135.5,2,Snow Warning,,Soundproof,494,90,92,75,92,85,60,60,70,173,Slow,2,Grass,Monster,50,20
460,Mega Abomasnow,Sinnoh,4,Normal,Frost Tree Pokémon,2,Grass,Ice,2.7,185,1,Snow Warning,,,594,90,132,105,132,105,30,60,70,208,Slow,2,Grass,Monster,50,20
461,Weavile,Sinnoh,4,Normal,Sharp Claw Pokémon,2,Dark,Ice,1.1,34,2,Pressure,,Pickpocket,510,70,120,65,45,85,125,45,35,179,Medium Slow,1,Field,,50,20
462,Magnezone,Sinnoh,4,Normal,Magnet Area Pokémon,2,Electric,Steel,1.2,180,3,Magnet Pull,Sturdy,Analytic,535,70,70,115,130,90,60,30,70,241,Medium Fast,1,Mineral,,,20
463,Lickilicky,Sinnoh,4,Normal,Licking Pokémon,1,Normal,,1.7,140,3,Own Tempo,Oblivious,Cloud Nine,515,110,85,95,80,95,50,30,70,180,Medium Fast,1,Monster,,50,20
464,Rhyperior,Sinnoh,4,Normal,Drill Pokémon,2,Ground,Rock,2.4,282.8,3,Lightning Rod,Solid Rock,Reckless,535,115,140,130,55,55,40,30,70,241,Slow,2,Field,Monster,50,20
465,Tangrowth,Sinnoh,4,Normal,Vine Pokémon,1,Grass,,2,128.6,3,Chlorophyll,Leaf Guard,Regenerator,535,100,100,125,110,50,50,30,70,187,Medium Fast,1,Grass,,50,20
466,Electivire,Sinnoh,4,Normal,Thunderbolt Pokémon,1,Electric,,1.8,138.6,2,Motor Drive,,Vital Spirit,540,75,123,67,95,85,95,30,70,243,Medium Fast,1,Human-Like,,75,25
467,Magmortar,Sinnoh,4,Normal,Blast Pokémon,1,Fire,,1.6,68,2,Flame Body,,Vital Spirit,540,75,95,67,125,95,83,30,70,243,Medium Fast,1,Human-Like,,75,25
468,Togekiss,Sinnoh,4,Normal,Jubilee Pokémon,2,Fairy,Flying,1.5,38,3,Hustle,Serene Grace,Super Luck,545,85,50,95,120,115,80,30,70,245,Fast,2,Fairy,Flying,87.5,10
469,Yanmega,Sinnoh,4,Normal,Ogre Darner Pokémon,2,Bug,Flying,1.9,51.5,3,Speed Boost,Tinted Lens,Frisk,515,86,76,86,116,56,95,30,70,180,Medium Fast,1,Bug,,50,20
470,Leafeon,Sinnoh,4,Normal,Verdant Pokémon,1,Grass,,1,25.5,2,Leaf Guard,,Chlorophyll,525,65,110,130,60,65,95,45,35,184,Medium Fast,1,Field,,87.5,35
471,Glaceon,Sinnoh,4,Normal,Fresh Snow Pokémon,1,Ice,,0.8,25.9,2,Snow Cloak,,Ice Body,525,65,60,110,130,95,65,45,35,184,Medium Fast,1,Field,,87.5,35
472,Gliscor,Sinnoh,4,Normal,Fang Scorp Pokémon,2,Ground,Flying,2,42.5,3,Hyper Cutter,Sand Veil,Poison Heal,510,75,95,125,45,75,95,30,70,179,Medium Slow,1,Bug,,50,20
473,Mamoswine,Sinnoh,4,Normal,Twin Tusk Pokémon,2,Ice,Ground,2.5,291,3,Oblivious,Snow Cloak,Thick Fat,530,110,130,80,70,60,80,50,70,239,Slow,1,Field,,50,20
474,Porygon-Z,Sinnoh,4,Normal,Virtual Pokémon,1,Normal,,0.9,34,3,Adaptability,Download,Analytic,535,85,80,70,135,75,90,30,70,241,Medium Fast,1,Mineral,,,20
475,Gallade,Sinnoh,4,Normal,Blade Pokémon,2,Psychic,Fighting,1.6,52,2,Steadfast,,Justified,518,68,125,65,65,115,80,45,35,233,Slow,2,Amorphous,Human-Like,100,20
475,Mega Gallade,Sinnoh,4,Normal,Blade Pokémon,2,Psychic,Fighting,1.6,56.4,1,Inner Focus,,,618,68,165,95,65,115,110,45,35,278,Slow,1,Amorphous,,100,20
476,Probopass,Sinnoh,4,Normal,Compass Pokémon,2,Rock,Steel,1.4,340,3,Sturdy,Magnet Pull,Sand Force,525,60,55,145,75,150,40,60,70,184,Medium Fast,1,Mineral,,50,20
477,Dusknoir,Sinnoh,4,Normal,Gripper Pokémon,1,Ghost,,2.2,106.6,2,Pressure,,Frisk,525,45,100,135,65,135,45,45,35,236,Fast,1,Amorphous,,50,25
478,Froslass,Sinnoh,4,Normal,Snow Land Pokémon,2,Ice,Ghost,1.3,26.6,2,Snow Cloak,,Cursed Body,480,70,80,70,80,70,110,75,70,168,Medium Fast,2,Fairy,Mineral,0,20
479,Rotom,Sinnoh,4,Normal,Plasma Pokémon,2,Electric,Ghost,0.3,0.3,1,Levitate,,,440,50,50,77,95,77,91,45,70,154,Medium Fast,1,Amorphous,,,20
479,Heat Rotom,Sinnoh,4,Normal,Plasma Pokémon,2,Electric,Fire,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,70,182,Medium Fast,1,Amorphous,,,20
479,Wash Rotom,Sinnoh,4,Normal,Plasma Pokémon,2,Electric,Water,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,70,182,Medium Fast,1,Amorphous,,,20
479,Frost Rotom,Sinnoh,4,Normal,Plasma Pokémon,2,Electric,Ice,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,70,182,Medium Fast,1,Amorphous,,,20
479,Fan Rotom,Sinnoh,4,Normal,Plasma Pokémon,2,Electric,Flying,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,70,182,Medium Fast,1,Amorphous,,,20
479,Mow Rotom,Sinnoh,4,Normal,Plasma Pokémon,2,Electric,Grass,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,70,182,Medium Fast,1,Amorphous,,,20
480,Uxie,Sinnoh,4,Sub Legendary,Knowledge Pokémon,1,Psychic,,0.3,0.3,1,Levitate,,,580,75,75,130,75,130,95,3,140,261,Slow,1,Undiscovered,,,80
481,Mesprit,Sinnoh,4,Sub Legendary,Emotion Pokémon,1,Psychic,,0.3,0.3,1,Levitate,,,580,80,105,105,105,105,80,3,140,261,Slow,1,Undiscovered,,,80
482,Azelf,Sinnoh,4,Sub Legendary,Willpower Pokémon,1,Psychic,,0.3,0.3,1,Levitate,,,580,75,125,70,125,70,115,3,140,261,Slow,1,Undiscovered,,,80
483,Dialga,Sinnoh,4,Legendary,Temporal Pokémon,2,Steel,Dragon,5.4,683,2,Pressure,,Telepathy,680,100,120,120,150,100,90,3,0,306,Slow,1,Undiscovered,,,120
484,Palkia,Sinnoh,4,Legendary,Spatial Pokémon,2,Water,Dragon,4.2,336,2,Pressure,,Telepathy,680,90,120,100,150,120,100,3,0,306,Slow,1,Undiscovered,,,120
485,Heatran,Sinnoh,4,Sub Legendary,Lava Dome Pokémon,2,Fire,Steel,1.7,430,2,Flash Fire,,Flame Body,600,91,90,106,130,106,77,3,100,270,Slow,1,Undiscovered,,50,10
486,Regigigas,Sinnoh,4,Sub Legendary,Colossal Pokémon,1,Normal,,3.7,420,1,Slow Start,,,670,110,160,110,80,110,100,3,0,302,Slow,1,Undiscovered,,,120
487,Giratina Altered Forme,Sinnoh,4,Legendary,Renegade Pokémon,2,Ghost,Dragon,4.5,750,2,Pressure,,Telepathy,680,150,100,120,100,120,90,3,0,306,Slow,1,Undiscovered,,,120
487,Giratina Origin Forme,Sinnoh,4,Legendary,Renegade Pokémon,2,Ghost,Dragon,6.9,650,1,Levitate,,,680,150,120,100,120,100,90,3,0,306,Slow,1,Undiscovered,,,120
488,Cresselia,Sinnoh,4,Sub Legendary,Lunar Pokémon,1,Psychic,,1.5,85.6,1,Levitate,,,600,120,70,120,75,130,85,3,100,270,Slow,1,Undiscovered,,0,120
489,Phione,Sinnoh,4,Mythical,Sea Drifter Pokémon,1,Water,,0.4,3.1,1,Hydration,,,480,80,80,80,80,80,80,30,70,216,Slow,2,Fairy,Water 1,,40
490,Manaphy,Sinnoh,4,Mythical,Seafaring Pokémon,1,Water,,0.3,1.4,1,Hydration,,,600,100,100,100,100,100,100,3,70,270,Slow,2,Fairy,Water 1,,10
491,Darkrai,Sinnoh,4,Mythical,Pitch-Black Pokémon,1,Dark,,1.5,50.5,1,Bad Dreams,,,600,70,90,90,135,90,125,3,0,270,Slow,1,Undiscovered,,,120
492,Shaymin Land Forme,Sinnoh,4,Mythical,Gratitude Pokémon,1,Grass,,0.2,2.1,1,Natural Cure,,,600,100,100,100,100,100,100,45,100,270,Medium Slow,1,Undiscovered,,,120
492,Shaymin Sky Forme,Sinnoh,4,Mythical,Gratitude Pokémon,2,Grass,Flying,0.4,5.2,1,Serene Grace,,,600,100,103,75,120,75,127,45,100,270,Medium Slow,1,Undiscovered,,,120
493,Arceus,Sinnoh,4,Mythical,Alpha Pokémon,1,Normal,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120
494,Victini,Unova,5,Mythical,Victory Pokémon,2,Psychic,Fire,0.4,4,1,Victory Star,,,600,100,100,100,100,100,100,3,100,270,Slow,1,Undiscovered,,,120
495,Snivy,Unova,5,Normal,Grass Snake Pokémon,1,Grass,,0.6,8.1,2,Overgrow,,Contrary,308,45,45,55,45,55,63,45,70,62,Medium Slow,2,Field,Grass,87.5,20
496,Servine,Unova,5,Normal,Grass Snake Pokémon,1,Grass,,0.8,16,2,Overgrow,,Contrary,413,60,60,75,60,75,83,45,70,145,Medium Slow,2,Field,Grass,87.5,20
497,Serperior,Unova,5,Normal,Regal Pokémon,1,Grass,,3.3,63,2,Overgrow,,Contrary,528,75,75,95,75,95,113,45,70,238,Medium Slow,2,Field,Grass,87.5,20
498,Tepig,Unova,5,Normal,Fire Pig Pokémon,1,Fire,,0.5,9.9,2,Blaze,,Thick Fat,308,65,63,45,45,45,45,45,70,62,Medium Slow,1,Field,,87.5,20
499,Pignite,Unova,5,Normal,Fire Pig Pokémon,2,Fire,Fighting,1,55.5,2,Blaze,,Thick Fat,418,90,93,55,70,55,55,45,70,146,Medium Slow,1,Field,,87.5,20
500,Emboar,Unova,5,Normal,Mega Fire Pig Pokémon,2,Fire,Fighting,1.6,150,2,Blaze,,Reckless,528,110,123,65,100,65,65,45,70,238,Medium Slow,1,Field,,87.5,20
501,Oshawott,Unova,5,Normal,Sea Otter Pokémon,1,Water,,0.5,5.9,2,Torrent,,Shell Armor,308,55,55,45,63,45,45,45,70,62,Medium Slow,1,Field,,87.5,20
502,Dewott,Unova,5,Normal,Discipline Pokémon,1,Water,,0.8,24.5,2,Torrent,,Shell Armor,413,75,75,60,83,60,60,45,70,145,Medium Slow,1,Field,,87.5,20
503,Samurott,Unova,5,Normal,Formidable Pokémon,1,Water,,1.5,94.6,2,Torrent,,Shell Armor,528,95,100,85,108,70,70,45,70,238,Medium Slow,1,Field,,87.5,20
504,Patrat,Unova,5,Normal,Scout Pokémon,1,Normal,,0.5,11.6,3,Run Away,Keen Eye,Analytic,255,45,55,39,35,39,42,255,70,51,Medium Fast,1,Field,,50,15
505,Watchog,Unova,5,Normal,Lookout Pokémon,1,Normal,,1.1,27,3,Illuminate,Keen Eye,Analytic,420,60,85,69,60,69,77,255,70,147,Medium Fast,1,Field,,50,20
506,Lillipup,Unova,5,Normal,Puppy Pokémon,1,Normal,,0.4,4.1,3,Vital Spirit,Pickup,Run Away,275,45,60,45,25,45,55,255,70,55,Medium Slow,1,Field,,50,15
507,Herdier,Unova,5,Normal,Loyal Dog Pokémon,1,Normal,,0.9,14.7,3,Intimidate,Sand Rush,Scrappy,370,65,80,65,35,65,60,120,70,130,Medium Slow,1,Field,,50,15
508,Stoutland,Unova,5,Normal,Big-Hearted Pokémon,1,Normal,,1.2,61,3,Intimidate,Sand Rush,Scrappy,500,85,110,90,45,90,80,45,70,225,Medium Slow,1,Field,,50,15
509,Purrloin,Unova,5,Normal,Devious Pokémon,1,Dark,,0.4,10.1,3,Limber,Unburden,Prankster,281,41,50,37,50,37,66,255,70,56,Medium Fast,1,Field,,50,20
510,Liepard,Unova,5,Normal,Cruel Pokémon,1,Dark,,1.1,37.5,3,Limber,Unburden,Prankster,446,64,88,50,88,50,106,90,70,156,Medium Fast,1,Field,,50,20
511,Pansage,Unova,5,Normal,Grass Monkey Pokémon,1,Grass,,0.6,10.5,2,Gluttony,,Overgrow,316,50,53,48,53,48,64,190,70,63,Medium Fast,1,Field,,87.5,20
512,Simisage,Unova,5,Normal,Thorn Monkey Pokémon,1,Grass,,1.1,30.5,2,Gluttony,,Overgrow,498,75,98,63,98,63,101,75,70,174,Medium Fast,1,Field,,87.5,20
513,Pansear,Unova,5,Normal,High Temp Pokémon,1,Fire,,0.6,11,2,Gluttony,,Blaze,316,50,53,48,53,48,64,190,70,63,Medium Fast,1,Field,,87.5,20
514,Simisear,Unova,5,Normal,Ember Pokémon,1,Fire,,1,28,2,Gluttony,,Blaze,498,75,98,63,98,63,101,75,70,174,Medium Fast,1,Field,,87.5,20
515,Panpour,Unova,5,Normal,Spray Pokémon,1,Water,,0.6,13.5,2,Gluttony,,Torrent,316,50,53,48,53,48,64,190,70,63,Medium Fast,1,Field,,87.5,20
516,Simipour,Unova,5,Normal,Geyser Pokémon,1,Water,,1,29,2,Gluttony,,Torrent,498,75,98,63,98,63,101,75,70,174,Medium Fast,1,Field,,87.5,20
517,Munna,Unova,5,Normal,Dream Eater Pokémon,1,Psychic,,0.6,23.3,3,Forewarn,Synchronize,Telepathy,292,76,25,45,67,55,24,190,70,58,Fast,1,Field,,50,10
518,Musharna,Unova,5,Normal,Drowsing Pokémon,1,Psychic,,1.1,60.5,3,Forewarn,Synchronize,Telepathy,487,116,55,85,107,95,29,75,70,170,Fast,1,Field,,50,10
519,Pidove,Unova,5,Normal,Tiny Pigeon Pokémon,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,264,50,55,50,36,30,43,255,70,53,Medium Slow,1,Flying,,50,15
520,Tranquill,Unova,5,Normal,Wild Pigeon Pokémon,2,Normal,Flying,0.6,15,3,Big Pecks,Super Luck,Rivalry,358,62,77,62,50,42,65,120,70,125,Medium Slow,1,Flying,,50,15
521,Unfezant,Unova,5,Normal,Proud Pokémon,2,Normal,Flying,1.2,29,3,Big Pecks,Super Luck,Rivalry,488,80,115,80,65,55,93,45,70,220,Medium Slow,1,Flying,,50,15
522,Blitzle,Unova,5,Normal,Electrified Pokémon,1,Electric,,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,295,45,60,32,50,32,76,190,70,59,Medium Fast,1,Field,,50,20
523,Zebstrika,Unova,5,Normal,Thunderbolt Pokémon,1,Electric,,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,497,75,100,63,80,63,116,75,70,174,Medium Fast,1,Field,,50,20
524,Roggenrola,Unova,5,Normal,Mantle Pokémon,1,Rock,,0.4,18,3,Sturdy,Weak Armor,Sand Force,280,55,75,85,25,25,15,255,70,56,Medium Slow,1,Mineral,,50,15
525,Boldore,Unova,5,Normal,Ore Pokémon,1,Rock,,0.9,102,3,Sturdy,Weak Armor,Sand Force,390,70,105,105,50,40,20,120,70,137,Medium Slow,1,Mineral,,50,15
526,Gigalith,Unova,5,Normal,Compressed Pokémon,1,Rock,,1.7,260,3,Sturdy,Sand Stream,Sand Force,515,85,135,130,60,80,25,45,70,232,Medium Slow,1,Mineral,,50,15
527,Woobat,Unova,5,Normal,Bat Pokémon,2,Psychic,Flying,0.4,2.1,3,Unaware,Klutz,Simple,323,65,45,43,55,43,72,190,70,65,Medium Fast,2,Field,Flying,50,15
528,Swoobat,Unova,5,Normal,Courting Pokémon,2,Psychic,Flying,0.9,10.5,3,Unaware,Klutz,Simple,425,67,57,55,77,55,114,45,70,149,Medium Fast,2,Field,Flying,50,15
529,Drilbur,Unova,5,Normal,Mole Pokémon,1,Ground,,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,328,60,85,40,30,45,68,120,70,66,Medium Fast,1,Field,,50,20
530,Excadrill,Unova,5,Normal,Subterrene Pokémon,2,Ground,Steel,0.7,40.4,3,Sand Rush,Sand Force,Mold Breaker,508,110,135,60,50,65,88,60,70,178,Medium Fast,1,Field,,50,20
531,Audino,Unova,5,Normal,Hearing Pokémon,1,Normal,,1.1,31,3,Healer,Regenerator,Klutz,445,103,60,86,60,86,50,255,70,390,Fast,1,Fairy,,50,20
531,Mega Audino,Unova,5,Normal,Hearing Pokémon,2,Normal,Fairy,1.5,32,1,Healer,,,545,103,60,126,80,126,50,255,70,425,Fast,1,Fairy,,50,20
532,Timburr,Unova,5,Normal,Muscular Pokémon,1,Fighting,,0.6,12.5,3,Guts,Sheer Force,Iron Fist,305,75,80,55,25,35,35,180,70,61,Medium Slow,1,Human-Like,,75,20
533,Gurdurr,Unova,5,Normal,Muscular Pokémon,1,Fighting,,1.2,40,3,Guts,Sheer Force,Iron Fist,405,85,105,85,40,50,40,90,70,142,Medium Slow,1,Human-Like,,75,20
534,Conkeldurr,Unova,5,Normal,Muscular Pokémon,1,Fighting,,1.4,87,3,Guts,Sheer Force,Iron Fist,505,105,140,95,55,65,45,45,70,227,Medium Slow,1,Human-Like,,75,20
535,Tympole,Unova,5,Normal,Tadpole Pokémon,1,Water,,0.5,4.5,3,Swift Swim,Hydration,Water Absorb,294,50,50,40,50,40,64,255,70,59,Medium Slow,1,Water 1,,50,20
536,Palpitoad,Unova,5,Normal,Vibration Pokémon,2,Water,Ground,0.8,17,3,Swift Swim,Hydration,Water Absorb,384,75,65,55,65,55,69,120,70,134,Medium Slow,1,Water 1,,50,20
537,Seismitoad,Unova,5,Normal,Vibration Pokémon,2,Water,Ground,1.5,62,3,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,85,75,74,45,70,229,Medium Slow,1,Water 1,,50,20
538,Throh,Unova,5,Normal,Judo Pokémon,1,Fighting,,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,465,120,100,85,30,85,45,45,70,163,Medium Fast,1,Human-Like,,100,20
539,Sawk,Unova,5,Normal,Karate Pokémon,1,Fighting,,1.4,51,3,Sturdy,Inner Focus,Mold Breaker,465,75,125,75,30,75,85,45,70,163,Medium Fast,1,Human-Like,,100,20
540,Sewaddle,Unova,5,Normal,Sewing Pokémon,2,Bug,Grass,0.3,2.5,3,Swarm,Chlorophyll,Overcoat,310,45,53,70,40,60,42,255,70,62,Medium Slow,1,Bug,,50,15
541,Swadloon,Unova,5,Normal,Leaf-Wrapped Pokémon,2,Bug,Grass,0.5,7.3,3,Leaf Guard,Chlorophyll,Overcoat,380,55,63,90,50,80,42,120,70,133,Medium Slow,1,Bug,,50,15
542,Leavanny,Unova,5,Normal,Nurturing Pokémon,2,Bug,Grass,1.2,20.5,3,Swarm,Chlorophyll,Overcoat,500,75,103,80,70,80,92,45,70,225,Medium Slow,1,Bug,,50,15
543,Venipede,Unova,5,Normal,Centipede Pokémon,2,Bug,Poison,0.4,5.3,3,Poison Point,Swarm,Speed Boost,260,30,45,59,30,39,57,255,70,52,Medium Slow,1,Bug,,50,15
544,Whirlipede,Unova,5,Normal,Curlipede Pokémon,2,Bug,Poison,1.2,58.5,3,Poison Point,Swarm,Speed Boost,360,40,55,99,40,79,47,120,70,126,Medium Slow,1,Bug,,50,15
545,Scolipede,Unova,5,Normal,Megapede Pokémon,2,Bug,Poison,2.5,200.5,3,Poison Point,Swarm,Speed Boost,485,60,100,89,55,69,112,45,70,218,Medium Slow,1,Bug,,50,20
546,Cottonee,Unova,5,Normal,Cotton Puff Pokémon,2,Grass,Fairy,0.3,0.6,3,Prankster,Infiltrator,Chlorophyll,280,40,27,60,37,50,66,190,70,56,Medium Fast,2,Fairy,Grass,50,20
547,Whimsicott,Unova,5,Normal,Windveiled Pokémon,2,Grass,Fairy,0.7,6.6,3,Prankster,Infiltrator,Chlorophyll,480,60,67,85,77,75,116,75,70,168,Medium Fast,2,Fairy,Grass,50,20
548,Petilil,Unova,5,Normal,Bulb Pokémon,1,Grass,,0.5,6.6,3,Chlorophyll,Own Tempo,Leaf Guard,280,45,35,50,70,50,30,190,70,56,Medium Fast,1,Grass,,0,20
549,Lilligant,Unova,5,Normal,Flowering Pokémon,1,Grass,,1.1,16.3,3,Chlorophyll,Own Tempo,Leaf Guard,480,70,60,75,110,75,90,75,70,168,Medium Fast,1,Grass,,0,20
550,Basculin Red-Striped Form,Unova,5,Normal,Hostile Pokémon,1,Water,,1,18,3,Reckless,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,70,161,Medium Fast,1,Water 2,,50,40
550,Basculin Blue-Striped Form,Unova,5,Normal,Hostile Pokémon,1,Water,,1,18,3,Rock Head,Adaptability,Mold Breaker,460,70,92,65,80,55,98,25,70,161,Medium Fast,1,Water 2,,50,40
551,Sandile,Unova,5,Normal,Desert Croc Pokémon,2,Ground,Dark,0.7,15.2,3,Intimidate,Moxie,Anger Point,292,50,72,35,35,35,65,180,70,58,Medium Slow,1,Field,,50,20
552,Krokorok,Unova,5,Normal,Desert Croc Pokémon,2,Ground,Dark,1,33.4,3,Intimidate,Moxie,Anger Point,351,60,82,45,45,45,74,90,70,123,Medium Slow,1,Field,,50,20
553,Krookodile,Unova,5,Normal,Intimidation Pokémon,2,Ground,Dark,1.5,96.3,3,Intimidate,Moxie,Anger Point,519,95,117,80,65,70,92,45,70,234,Medium Slow,1,Field,,50,20
554,Darumaka,Unova,5,Normal,Zen Charm Pokémon,1,Fire,,0.6,37.5,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,120,70,63,Medium Slow,1,Field,,50,20
554,Galarian Darumaka,Unova,5,Normal,Zen Charm Pokémon,1,Ice,,0.7,40,2,Hustle,,Inner Focus,315,70,90,45,15,45,50,,,,Medium Slow,1,Field,,,20
555,Darmanitan Standard Mode,Unova,5,Normal,Blazing Pokémon,1,Fire,,1.3,92.9,2,Sheer Force,,Zen Mode,480,105,140,55,30,55,95,60,70,168,Medium Slow,1,Field,,50,20
555,Darmanitan Zen Mode,Unova,5,Normal,Blazing Pokémon,2,Fire,Psychic,1.3,92.9,2,Sheer Force,,Zen Mode,540,105,30,105,140,105,55,60,70,189,Medium Slow,1,Field,,50,20
555,Darmanitan Galarian Standard Mode,Unova,5,Normal,Zen Charm Pokémon,1,Ice,,1.7,120,2,Gorilla Tactics,,Zen Mode,480,105,140,55,30,55,95,,,,Medium Slow,1,Field,,,20
555,Darmanitan Galarian Zen Mode,Unova,5,Normal,Zen Charm Pokémon,2,Ice,Fire,1.7,120,2,Gorilla Tactics,,Zen Mode,540,105,160,55,30,55,135,,,,,0,,,,
556,Maractus,Unova,5,Normal,Cactus Pokémon,1,Grass,,1,28,3,Water Absorb,Chlorophyll,Storm Drain,461,75,86,67,106,67,60,255,70,161,Medium Fast,1,Grass,,50,20
557,Dwebble,Unova,5,Normal,Rock Inn Pokémon,2,Bug,Rock,0.3,14.5,3,Sturdy,Shell Armor,Weak Armor,325,50,65,85,35,35,55,190,70,65,Medium Fast,2,Bug,Mineral,50,20
558,Crustle,Unova,5,Normal,Stone Home Pokémon,2,Bug,Rock,1.4,200,3,Sturdy,Shell Armor,Weak Armor,485,70,105,125,65,75,45,75,70,170,Medium Fast,2,Bug,Mineral,50,20
559,Scraggy,Unova,5,Normal,Shedding Pokémon,2,Dark,Fighting,0.6,11.8,3,Shed Skin,Moxie,Intimidate,348,50,75,70,35,70,48,180,35,70,Medium Fast,2,Dragon,Field,50,15
560,Scrafty,Unova,5,Normal,Hoodlum Pokémon,2,Dark,Fighting,1.1,30,3,Shed Skin,Moxie,Intimidate,488,65,90,115,45,115,58,90,70,171,Medium Fast,2,Dragon,Field,50,15
561,Sigilyph,Unova,5,Normal,Avianoid Pokémon,2,Psychic,Flying,1.4,14,3,Wonder Skin,Magic Guard,Tinted Lens,490,72,58,80,103,80,97,45,70,172,Medium Fast,1,Flying,,50,20
562,Yamask,Unova,5,Normal,Spirit Pokémon,1,Ghost,,0.5,1.5,1,Mummy,,,303,38,30,85,55,65,30,190,70,61,Medium Fast,2,Amorphous,Mineral,50,25
562,Galarian Yamask,Unova,5,Normal,Spirit Pokémon,2,Ground,Ghost,0.5,1.5,1,Wandering Spirit,,,303,38,55,85,30,65,30,,,,Medium Fast,2,Amorphous,Mineral,,25
563,Cofagrigus,Unova,5,Normal,Coffin Pokémon,1,Ghost,,1.7,76.5,1,Mummy,,,483,58,50,145,95,105,30,90,70,169,Medium Fast,2,Amorphous,Mineral,50,25
564,Tirtouga,Unova,5,Normal,Prototurtle Pokémon,2,Water,Rock,0.7,16.5,3,Solid Rock,Sturdy,Swift Swim,355,54,78,103,53,45,22,45,70,71,Medium Fast,2,Water 1,Water 3,87.5,30
565,Carracosta,Unova,5,Normal,Prototurtle Pokémon,2,Water,Rock,1.2,81,3,Solid Rock,Sturdy,Swift Swim,495,74,108,133,83,65,32,45,70,173,Medium Fast,2,Water 1,Water 3,87.5,30
566,Archen,Unova,5,Normal,First Bird Pokémon,2,Rock,Flying,0.5,9.5,1,Defeatist,,,401,55,112,45,74,45,70,45,70,71,Medium Fast,2,Flying,Water 3,87.5,30
567,Archeops,Unova,5,Normal,First Bird Pokémon,2,Rock,Flying,1.4,32,1,Defeatist,,,567,75,140,65,112,65,110,45,70,177,Medium Fast,2,Flying,Water 3,87.5,30
568,Trubbish,Unova,5,Normal,Trash Bag Pokémon,1,Poison,,0.6,31,3,Stench,Sticky Hold,Aftermath,329,50,50,62,40,62,65,190,70,66,Medium Fast,1,Mineral,,50,20
569,Garbodor,Unova,5,Normal,Trash Heap Pokémon,1,Poison,,1.9,107.3,3,Stench,Weak Armor,Aftermath,474,80,95,82,60,82,75,60,70,166,Medium Fast,1,Mineral,,50,20
570,Zorua,Unova,5,Normal,Tricky Fox Pokémon,1,Dark,,0.7,12.5,1,Illusion,,,330,40,65,40,80,40,65,75,70,66,Medium Slow,1,Field,,87.5,25
571,Zoroark,Unova,5,Normal,Illusion Fox Pokémon,1,Dark,,1.6,81.1,1,Illusion,,,510,60,105,60,120,60,105,45,70,179,Medium Slow,1,Field,,87.5,20
572,Minccino,Unova,5,Normal,Chinchilla Pokémon,1,Normal,,0.4,5.8,3,Cute Charm,Technician,Skill Link,300,55,50,40,40,40,75,255,70,60,Fast,1,Field,,25,15
573,Cinccino,Unova,5,Normal,Scarf Pokémon,1,Normal,,0.5,7.5,3,Cute Charm,Technician,Skill Link,470,75,95,60,65,60,115,60,70,165,Fast,1,Field,,25,15
574,Gothita,Unova,5,Normal,Fixation Pokémon,1,Psychic,,0.4,5.8,3,Frisk,Competitive,Shadow Tag,290,45,30,50,55,65,45,200,70,58,Medium Slow,1,Human-Like,,25,20
575,Gothorita,Unova,5,Normal,Manipulate Pokémon,1,Psychic,,0.7,18,3,Frisk,Competitive,Shadow Tag,390,60,45,70,75,85,55,100,70,137,Medium Slow,1,Human-Like,,25,20
576,Gothitelle,Unova,5,Normal,Astral Body Pokémon,1,Psychic,,1.5,44,3,Frisk,Competitive,Shadow Tag,490,70,55,95,95,110,65,50,70,221,Medium Slow,1,Human-Like,,25,20
577,Solosis,Unova,5,Normal,Cell Pokémon,1,Psychic,,0.3,1,3,Overcoat,Magic Guard,Regenerator,290,45,30,40,105,50,20,200,70,58,Medium Slow,1,Amorphous,,50,20
578,Duosion,Unova,5,Normal,Mitosis Pokémon,1,Psychic,,0.6,8,3,Overcoat,Magic Guard,Regenerator,370,65,40,50,125,60,30,100,70,130,Medium Slow,1,Amorphous,,50,20
